order_id,order_date,customer_id,customer_name,customer_age,city,state,zone,category,product,sku,quantity,unit_price,gross_sales,coupon_code,discount_amount,gst_rate,net_sales,gst_amount,payment_mode,order_status,sales_channel,sales_employee,delivery_partner,delivery_days,customer_rating,cogs,profit,profit_margin_pct,shipping_charges,invoice_amount
IN240700623,09-Jul-2024,CUST34792,Sakshi Ansari,28,Noida,Uttar Pradesh,North,Books & Stationery,Exam Prep Book,BOO-EXA810,1,687,687,DIWALI20,137.40,0.05,549.60,27.48,UPI,Cancelled,Mobile App,Tanvi Jadhav,Xpressbees,3,,437.76,111.84,0.2035,0.00,577.08
IN240701074,09-Jul-2024,CUST83402,Akshay Kadam,52,Patna,Bihar,East,Grocery & Gourmet,Spices Combo,GRO-SPI164,1,618,618,PAYDAY15,92.70,0.12,525.30,63.04,COD,Delivered,Website,Pooja Reddy,Xpressbees,5,5,443.76,81.54,0.1552,146.00,734.34
IN240701181,09-Jul-2024,CUST37666,Amit Saxena,32,Coimbatore,Tamil Nadu,South,Beauty & Personal Care,Face Wash,BEA-FAC269,1,457,457,No Coupon,0.00,0.18,457.00,82.26,Credit Card,Delivered,Social Commerce,Swati Mishra,India Post,4,1,310.47,146.53,0.3206,165.00,704.26
IN240702145,09-Jul-2024,CUST51605,Rahul Gaikwad,18,Gurugram,Haryana,North,Electronics,Bluetooth Speaker,ELE-BLU301,1,10199,10199,No Coupon,0.00,0.12,10199.00,1223.88,Wallet,Returned,Mobile App,Amit Sharma,Blue Dart,6,4,8020.97,2178.03,0.2136,111.00,11533.88
IN240702350,09-Jul-2024,CUST75858,Priya Gaikwad,37,Bhopal,Madhya Pradesh,Central,Grocery & Gourmet,Tea Pack,GRO-TEA552,2,402,804,No Coupon,0.00,0.12,804.00,96.48,UPI,Returned,Website,Deepak Yadav,Ecom Express,3,5,490.22,313.78,0.3903,138.00,1038.48
IN240700095,10-Jul-2024,CUST70289,Sai Gupta,49,Chandigarh,Chandigarh,North,Books & Stationery,Kids Story Book,BOO-KID259,4,214,856,FESTIVE10,85.60,0.05,770.40,38.52,COD,Returned,Website,Sagar Pawar,Blue Dart,3,4,526.76,243.64,0.3163,87.00,895.92
IN240700779,10-Jul-2024,CUST69437,Akshay Shaikh,25,Mysuru,Karnataka,South,Electronics,Bluetooth Speaker,ELE-BLU688,1,4799,4799,NEWYEAR10,479.90,0.18,4319.10,777.44,UPI,Returned,Marketplace,Pooja Reddy,Shadowfax,4,5,3846.69,472.41,0.1094,61.00,5157.54
IN240701974,10-Jul-2024,CUST12741,Kavya Shaikh,34,Chandigarh,Chandigarh,North,Mobiles & Accessories,Tempered Glass,MOB-TEM250,1,355,355,No Coupon,0.00,0.18,355.00,63.90,Credit Card,Delivered,Social Commerce,Priya Nair,Blue Dart,2,5,281.16,73.84,0.2080,70.00,488.90
IN240700361,11-Jul-2024,CUST76689,Reyansh Pawar,53,Coimbatore,Tamil Nadu,South,Grocery & Gourmet,Tea Pack,GRO-TEA471,1,276,276,DIWALI20,55.20,0.12,220.80,26.50,UPI,Delivered,Social Commerce,Sagar Pawar,India Post,3,4,192.51,28.29,0.1281,159.00,406.30
IN240702024,11-Jul-2024,CUST36661,Mansi Kadam,52,Thiruvananthapuram,Kerala,South,Grocery & Gourmet,Spices Combo,GRO-SPI912,1,531,531,WELCOME100,100.00,0.12,431.00,51.72,COD,Delivered,Marketplace,Sneha Kulkarni,Ecom Express,3,3,386.92,44.08,0.1023,60.00,542.72
IN240702153,11-Jul-2024,CUST45982,Atharv Singh,41,Delhi,Delhi,North,Fashion,Women Kurti,FAS-WOM965,2,1299,2598,No Coupon,0.00,0.12,2598.00,311.76,Wallet,Delivered,Mobile App,Neha Patel,DTDC,3,4,1903.85,694.15,0.2672,73.00,2982.76
IN240700667,12-Jul-2024,CUST99918,Nisha Patel,27,Jaipur,Rajasthan,North,Mobiles & Accessories,Smartphone,MOB-SMA629,2,22299,44598,WELCOME100,100.00,0.18,44498.00,8009.64,Debit Card,Delivered,Website,Sneha Kulkarni,Ecom Express,4,4,35300.39,9197.61,0.2067,132.00,52639.64
IN240701029,12-Jul-2024,CUST39515,Yash Kumar,34,Pune,Maharashtra,West,Electronics,LED TV,ELE-LED192,5,28499,142495,No Coupon,0.00,0.18,142495.00,25649.10,UPI,Delivered,Mobile App,Rahul Verma,Ecom Express,3,5,113844.80,28650.20,0.2011,111.00,168255.10
IN240701047,12-Jul-2024,CUST50937,Prachi Nair,24,Coimbatore,Tamil Nadu,South,Electronics,Wireless Mouse,ELE-WIR220,1,1899,1899,No Coupon,0.00,0.12,1899.00,227.88,UPI,Delivered,Website,Anjali Joshi,Blue Dart,3,3,1602.46,296.54,0.1562,104.00,2230.88
IN240701482,12-Jul-2024,CUST67119,Janhavi Tiwari,37,Patna,Bihar,East,Sports & Fitness,Fitness Band,SPO-FIT786,2,5899,11798,No Coupon,0.00,0.12,11798.00,1415.76,Wallet,Shipped,Mobile App,Swati Mishra,Xpressbees,7,,7243.19,4554.81,0.3861,86.00,13299.76
IN240701878,12-Jul-2024,CUST54019,Prachi Mehta,27,Mysuru,Karnataka,South,Mobiles & Accessories,Bluetooth Earbuds,MOB-BLU497,3,2899,8697,No Coupon,0.00,0.12,8697.00,1043.64,COD,Delivered,Marketplace,Kavya Deshmukh,Shadowfax,3,4,6693.16,2003.84,0.2304,158.00,9898.64
IN240702227,12-Jul-2024,CUST39805,Rohan Bansal,22,Delhi,Delhi,North,Beauty & Personal Care,Hair Oil,BEA-HAI211,1,159,159,No Coupon,0.00,0.12,159.00,19.08,COD,Delivered,Mobile App,Manish Iyer,Delhivery,2,4,105.46,53.54,0.3367,159.00,337.08
IN240700267,13-Jul-2024,CUST71144,Vikram Khan,49,Guwahati,Assam,North East,Home & Kitchen,Pressure Cooker,HOM-PRE756,1,2499,2499,PAYDAY15,374.85,0.18,2124.15,382.35,UPI,Delivered,Website,Rahul Verma,Delhivery,4,4,1655.61,468.54,0.2206,134.00,2640.50
IN240700577,13-Jul-2024,CUST52675,Neha Chatterjee,33,Bhubaneswar,Odisha,East,Books & Stationery,Notebook Pack,BOO-NOT955,1,138,138,FREESHIP,0.00,0.18,138.00,24.84,UPI,Delivered,Website,Amit Sharma,India Post,7,5,83.83,54.17,0.3925,68.00,230.84
IN240700036,14-Jul-2024,CUST56373,Reyansh Ghosh,33,Visakhapatnam,Andhra Pradesh,South,Fashion,Jeans,FAS-JEA374,2,1799,3598,PAYDAY15,539.70,0.12,3058.30,367.00,Credit Card,Delivered,Mobile App,Rohan Mehta,Blue Dart,4,3,2372.73,685.57,0.2242,180.00,3605.30
IN240700102,14-Jul-2024,CUST62890,Tanvi Pillai,43,Gurugram,Haryana,North,Grocery & Gourmet,Basmati Rice 5kg,GRO-BAS212,1,806,806,No Coupon,0.00,0.18,806.00,145.08,Credit Card,Delivered,Marketplace,Rohan Mehta,Ecom Express,2,4,575.31,230.69,0.2862,116.00,1067.08
IN240702428,14-Jul-2024,CUST77430,Ayaan Agarwal,56,Mysuru,Karnataka,South,Fashion,Jeans,FAS-JEA110,1,2099,2099,MEGADEAL,377.82,0.18,1721.18,309.81,UPI,Delivered,Website,Vikram Singh,Blue Dart,3,3,1451.18,270.00,0.1569,119.00,2149.99
IN240701636,15-Jul-2024,CUST51641,Siddharth Shaikh,46,Ranchi,Jharkhand,East,Electronics,Keyboard,ELE-KEY515,4,2899,11596,No Coupon,0.00,0.12,11596.00,1391.52,COD,Delivered,Website,Isha Gupta,Blue Dart,2,5,9056.23,2539.77,0.2190,74.00,13061.52
IN240701970,16-Jul-2024,CUST90891,Yash Bansal,57,Bhopal,Madhya Pradesh,Central,Books & Stationery,Notebook Pack,BOO-NOT992,2,329,658,No Coupon,0.00,0.05,658.00,32.90,Debit Card,Delivered,Website,Rohan Mehta,Xpressbees,1,2,398.38,259.62,0.3946,87.00,777.90
IN240701108,17-Jul-2024,CUST83487,Rudra Nair,37,Coimbatore,Tamil Nadu,South,Books & Stationery,Notebook Pack,BOO-NOT964,1,336,336,PAYDAY15,50.40,0.18,285.60,51.41,UPI,Delivered,Mobile App,Rahul Verma,DTDC,5,5,259.44,26.16,0.0916,157.00,494.01
IN240701459,17-Jul-2024,CUST56980,Sagar Deshmukh,58,Bhopal,Madhya Pradesh,Central,Grocery & Gourmet,Tea Pack,GRO-TEA174,1,175,175,No Coupon,0.00,0.18,175.00,31.50,COD,Returned,Mobile App,Tanvi Jadhav,DTDC,3,2,123.65,51.35,0.2934,116.00,322.50
IN240701933,17-Jul-2024,CUST50693,Rajesh Saxena,56,Jaipur,Rajasthan,North,Mobiles & Accessories,Smart Watch,MOB-SMA828,4,11999,47996,WELCOME100,100.00,0.18,47896.00,8621.28,Credit Card,Delivered,Website,Rohan Mehta,Shadowfax,3,4,39412.54,8483.46,0.1771,102.00,56619.28
IN240701244,18-Jul-2024,CUST20696,Aadhya Pillai,34,Bengaluru,Karnataka,South,Mobiles & Accessories,Tempered Glass,MOB-TEM279,2,570,1140,No Coupon,0.00,0.12,1140.00,136.80,UPI,Delivered,Website,Neha Patel,Xpressbees,2,4,906.46,233.54,0.2049,82.00,1358.80
IN240701848,18-Jul-2024,CUST23903,Yash Chauhan,41,Kochi,Kerala,South,Home & Kitchen,Air Fryer,HOM-AIR484,2,8799,17598,No Coupon,0.00,0.18,17598.00,3167.64,UPI,Delivered,Mobile App,Manish Iyer,Ecom Express,4,5,10647.80,6950.20,0.3949,84.00,20849.64
IN240701855,18-Jul-2024,CUST60260,Ira Banerjee,52,Guwahati,Assam,North East,Electronics,Wireless Mouse,ELE-WIR350,1,1699,1699,FREESHIP,0.00,0.18,1699.00,305.82,Debit Card,Shipped,Website,Anjali Joshi,Ecom Express,4,,1392.65,306.35,0.1803,131.00,2135.82
IN240702019,18-Jul-2024,CUST82501,Tanvi Yadav,57,Patna,Bihar,East,Electronics,Laptop,ELE-LAP438,2,117199,234398,FESTIVE10,23439.80,0.12,210958.20,25314.98,UPI,Delivered,Mobile App,Sneha Kulkarni,Blue Dart,3,3,169581.01,41377.19,0.1961,71.00,236344.18
IN240700105,19-Jul-2024,CUST46786,Komal More,46,Chennai,Tamil Nadu,South,Mobiles & Accessories,Power Bank,MOB-POW366,2,2799,5598,FESTIVE10,559.80,0.18,5038.20,906.88,UPI,Delivered,Marketplace,Rahul Verma,Ecom Express,3,5,4416.76,621.44,0.1233,113.00,6058.08
IN240700282,19-Jul-2024,CUST83965,Priya Mehta,18,Patna,Bihar,East,Books & Stationery,Kids Story Book,BOO-KID282,1,369,369,No Coupon,0.00,0.18,369.00,66.42,COD,Delivered,Mobile App,Manish Iyer,India Post,3,3,278.84,90.16,0.2443,131.00,566.42
IN240700353,19-Jul-2024,CUST95915,Siddharth Mishra,55,Vijayawada,Andhra Pradesh,South,Books & Stationery,Office Diary,BOO-OFF859,1,488,488,No Coupon,0.00,0.18,488.00,87.84,Debit Card,Delivered,Website,Pooja Reddy,Delhivery,2,4,359.41,128.59,0.2635,97.00,672.84
IN240702342,19-Jul-2024,CUST54677,Sai More,37,Visakhapatnam,Andhra Pradesh,South,Sports & Fitness,Fitness Band,SPO-FIT402,1,4399,4399,No Coupon,0.00,0.12,4399.00,527.88,UPI,Delivered,Mobile App,Pooja Reddy,Delhivery,4,5,2795.09,1603.91,0.3646,65.00,4991.88
IN240700397,20-Jul-2024,CUST94855,Sagar Sharma,33,Kolkata,West Bengal,East,Fashion,Women Kurti,FAS-WOM950,4,1299,5196,No Coupon,0.00,0.18,5196.00,935.28,COD,Delivered,Website,Rohan Mehta,Delhivery,3,5,3906.98,1289.02,0.2481,62.00,6193.28
IN240700531,20-Jul-2024,CUST15417,Sai Rathod,49,Vadodara,Gujarat,West,Home & Kitchen,Water Purifier,HOM-WAT504,1,22499,22499,No Coupon,0.00,0.18,22499.00,4049.82,UPI,Delivered,Mobile App,Sagar Pawar,Ecom Express,3,4,15526.26,6972.74,0.3099,65.00,26613.82
IN240700613,21-Jul-2024,CUST87228,Vivaan Khan,25,Vadodara,Gujarat,West,Electronics,LED TV,ELE-LED720,1,87899,87899,No Coupon,0.00,0.18,87899.00,15821.82,UPI,Delivered,Marketplace,Manish Iyer,Xpressbees,5,5,64006.78,23892.22,0.2718,155.00,103875.82
IN240700113,22-Jul-2024,CUST47332,Kabir Reddy,25,Gurugram,Haryana,North,Fashion,Saree,FAS-SAR914,1,4499,4499,No Coupon,0.00,0.18,4499.00,809.82,COD,Delivered,Website,Tanvi Jadhav,Xpressbees,2,5,2661.33,1837.67,0.4085,96.00,5404.82
IN240700637,22-Jul-2024,CUST93930,Aarti Chatterjee,19,Ranchi,Jharkhand,East,Books & Stationery,Pen Set,BOO-PEN201,1,102,102,NEWYEAR10,10.20,0.05,91.80,4.59,UPI,Delivered,Website,Tanvi Jadhav,Blue Dart,5,3,69.13,22.67,0.2469,161.00,257.39
IN240702262,22-Jul-2024,CUST71889,Krishna Mishra,35,Pune,Maharashtra,West,Fashion,Women Kurti,FAS-WOM634,1,2299,2299,PAYDAY15,344.85,0.12,1954.15,234.50,Wallet,Returned,Website,Deepak Yadav,Delhivery,4,3,1413.85,540.30,0.2765,63.00,2251.65
IN240700311,23-Jul-2024,CUST90907,Manish Yadav,34,Jaipur,Rajasthan,North,Home & Kitchen,Air Fryer,HOM-AIR139,1,13799,13799,PAYDAY15,2069.85,0.12,11729.15,1407.50,UPI,Delivered,Website,Nikhil Bansal,Ecom Express,3,5,8925.09,2804.06,0.2391,103.00,13239.65
IN240702018,23-Jul-2024,CUST83339,Ishaan Iyer,25,Nashik,Maharashtra,West,Home & Kitchen,Mixer Grinder,HOM-MIX788,1,3199,3199,No Coupon,0.00,0.12,3199.00,383.88,UPI,Delivered,Website,Sneha Kulkarni,Delhivery,8,1,2146.94,1052.06,0.3289,110.00,3692.88
IN240702077,23-Jul-2024,CUST16833,Sai Bansal,51,Ludhiana,Punjab,North,Mobiles & Accessories,Phone Cover,MOB-PHO534,2,385,770,FESTIVE10,77.00,0.18,693.00,124.74,UPI,Delivered,Mobile App,Nikhil Bansal,Blue Dart,3,2,623.99,69.01,0.0996,70.00,887.74
IN240701865,24-Jul-2024,CUST92859,Suresh Saxena,26,Kochi,Kerala,South,Home & Kitchen,Cookware Set,HOM-COO132,3,4799,14397,No Coupon,0.00,0.18,14397.00,2591.46,Credit Card,Delivered,Website,Swati Mishra,Ecom Express,2,5,8733.49,5663.51,0.3934,152.00,17140.46
IN240701073,25-Jul-2024,CUST27557,Harsh Shinde,19,Chennai,Tamil Nadu,South,Grocery & Gourmet,Dry Fruits Pack,GRO-DRY908,1,769,769,No Coupon,0.00,0.18,769.00,138.42,Debit Card,Delivered,Mobile App,Manish Iyer,Shadowfax,3,4,450.42,318.58,0.4143,130.00,1037.42
IN240701835,25-Jul-2024,CUST70723,Aadhya Malhotra,27,Nashik,Maharashtra,West,Fashion,Saree,FAS-SAR468,2,1699,3398,FREESHIP,0.00,0.18,3398.00,611.64,UPI,Delivered,Social Commerce,Kavya Deshmukh,Xpressbees,5,4,2176.80,1221.20,0.3594,72.00,4081.64
IN240700068,26-Jul-2024,CUST77662,Rahul Pawar,40,Lucknow,Uttar Pradesh,North,Books & Stationery,Exam Prep Book,BOO-EXA528,1,271,271,No Coupon,0.00,0.18,271.00,48.78,Credit Card,Delivered,Social Commerce,Nikhil Bansal,Shadowfax,4,5,164.12,106.88,0.3944,115.00,434.78
IN240700807,26-Jul-2024,CUST66598,Shruti Bansal,40,Visakhapatnam,Andhra Pradesh,South,Grocery & Gourmet,Tea Pack,GRO-TEA365,1,288,288,APPONLY,23.04,0.05,264.96,13.25,UPI,Delivered,Social Commerce,Amit Sharma,DTDC,5,5,177.47,87.49,0.3302,158.00,436.21
IN240701360,26-Jul-2024,CUST62765,Riya Bansal,51,Kolkata,West Bengal,East,Electronics,Bluetooth Speaker,ELE-BLU737,5,9799,48995,No Coupon,0.00,0.18,48995.00,8819.10,Wallet,Delivered,Social Commerce,Manish Iyer,Blue Dart,1,4,41484.31,7510.69,0.1533,153.00,57967.10
IN240700410,27-Jul-2024,CUST60207,Rutuja Qureshi,58,Indore,Madhya Pradesh,Central,Electronics,LED TV,ELE-LED769,1,63299,63299,No Coupon,0.00,0.18,63299.00,11393.82,UPI,Delivered,Mobile App,Sagar Pawar,Blue Dart,3,4,48024.09,15274.91,0.2413,126.00,74818.82
IN240700982,27-Jul-2024,CUST84557,Manish Bansal,43,Bengaluru,Karnataka,South,Mobiles & Accessories,Smart Watch,MOB-SMA443,2,3599,7198,No Coupon,0.00,0.18,7198.00,1295.64,Credit Card,Shipped,Website,Deepak Yadav,Delhivery,3,,6089.04,1108.96,0.1541,108.00,8601.64
IN240700752,28-Jul-2024,CUST65294,Mansi Verma,36,Pune,Maharashtra,West,Mobiles & Accessories,Power Bank,MOB-POW876,1,3599,3599,PAYDAY15,539.85,0.18,3059.15,550.65,UPI,Cancelled,Website,Manish Iyer,Ecom Express,4,,2809.60,249.55,0.0816,0.00,3609.80
IN240700789,28-Jul-2024,CUST95267,Ishaan Pillai,31,Gurugram,Haryana,North,Fashion,Jeans,FAS-JEA877,1,3299,3299,FESTIVE10,329.90,0.18,2969.10,534.44,COD,Delivered,Mobile App,Sagar Pawar,India Post,6,3,2168.97,800.13,0.2695,97.00,3600.54
IN240702467,28-Jul-2024,CUST24706,Anika Kapoor,49,Mumbai,Maharashtra,West,Grocery & Gourmet,Spices Combo,GRO-SPI691,1,755,755,PAYDAY15,113.25,0.05,641.75,32.09,Net Banking,Delivered,Website,Pooja Reddy,Blue Dart,4,4,466.38,175.37,0.2733,101.00,774.84
IN240701032,29-Jul-2024,CUST80454,Krishna Pawar,19,Kochi,Kerala,South,Home & Kitchen,Cookware Set,HOM-COO177,1,1399,1399,NEWYEAR10,139.90,0.12,1259.10,151.09,COD,Shipped,Marketplace,Sneha Kulkarni,Delhivery,1,,816.80,442.30,0.3513,123.00,1533.19
IN240701294,29-Jul-2024,CUST50785,Payal Verma,20,Thiruvananthapuram,Kerala,South,Fashion,Women Kurti,FAS-WOM203,1,1299,1299,NEWYEAR10,129.90,0.12,1169.10,140.29,COD,Delivered,Website,Sagar Pawar,Shadowfax,2,5,851.85,317.25,0.2714,115.00,1424.39
IN240702365,29-Jul-2024,CUST23391,Priya More,46,Chandigarh,Chandigarh,North,Grocery & Gourmet,Spices Combo,GRO-SPI660,2,775,1550,PAYDAY15,232.50,0.18,1317.50,237.15,Wallet,Delivered,Website,Anjali Joshi,Blue Dart,2,5,936.91,380.59,0.2889,144.00,1698.65
IN240700117,30-Jul-2024,CUST30908,Sakshi Patel,19,Kolkata,West Bengal,East,Books & Stationery,Pen Set,BOO-PEN896,2,150,300,No Coupon,0.00,0.12,300.00,36.00,Debit Card,Delivered,Social Commerce,Rohan Mehta,India Post,3,3,195.91,104.09,0.3470,150.00,486.00
IN240700621,30-Jul-2024,CUST84684,Isha Mishra,40,Lucknow,Uttar Pradesh,North,Grocery & Gourmet,Spices Combo,GRO-SPI293,5,363,1815,No Coupon,0.00,0.05,1815.00,90.75,Credit Card,Delivered,Website,Karan Malhotra,Shadowfax,4,4,1257.90,557.10,0.3069,60.00,1965.75
IN240700479,31-Jul-2024,CUST90778,Rudra Shinde,40,Visakhapatnam,Andhra Pradesh,South,Home & Kitchen,Mixer Grinder,HOM-MIX736,1,4299,4299,No Coupon,0.00,0.18,4299.00,773.82,UPI,Delivered,Website,Swati Mishra,Blue Dart,6,4,2818.86,1480.14,0.3443,100.00,5172.82
IN240700704,31-Jul-2024,CUST60052,Sagar Patel,53,Surat,Gujarat,West,Fashion,Women Kurti,FAS-WOM391,1,2099,2099,No Coupon,0.00,0.18,2099.00,377.82,Credit Card,Delivered,Mobile App,Karan Malhotra,Blue Dart,5,1,1527.11,571.89,0.2725,158.00,2634.82
IN240800007,01-Aug-2024,CUST65266,Omkar Jadhav,27,Nashik,Maharashtra,West,Fashion,Sneakers,FAS-SNE711,2,3099,6198,No Coupon,0.00,0.18,6198.00,1115.64,COD,Delivered,Website,Priya Nair,Ecom Express,3,4,3657.30,2540.70,0.4099,74.00,7387.64
IN240800041,01-Aug-2024,CUST29779,Ishaan Banerjee,50,Kochi,Kerala,South,Grocery & Gourmet,Dry Fruits Pack,GRO-DRY442,1,512,512,FESTIVE10,51.20,0.12,460.80,55.30,UPI,Delivered,Website,Isha Gupta,India Post,3,4,363.78,97.02,0.2105,180.00,696.10
IN240801255,01-Aug-2024,CUST97451,Karan Patel,58,Mysuru,Karnataka,South,Fashion,Women Kurti,FAS-WOM508,1,2199,2199,APPONLY,175.92,0.12,2023.08,242.77,Debit Card,Delivered,Mobile App,Karan Malhotra,Xpressbees,3,3,1469.82,553.26,0.2735,69.00,2334.85
IN240802104,01-Aug-2024,CUST90559,Rudra Verma,24,Surat,Gujarat,West,Sports & Fitness,Yoga Mat,SPO-YOG284,1,1499,1499,MEGADEAL,269.82,0.18,1229.18,221.25,Wallet,Delivered,Mobile App,Tanvi Jadhav,Delhivery,3,5,1020.98,208.20,0.1694,62.00,1512.43
IN240802380,01-Aug-2024,CUST57385,Priya Jadhav,51,Thiruvananthapuram,Kerala,South,Books & Stationery,Pen Set,BOO-PEN961,1,246,246,FREESHIP,0.00,0.18,246.00,44.28,Credit Card,Delivered,Website,Amit Sharma,Blue Dart,4,3,183.86,62.14,0.2526,104.00,394.28
IN240800382,02-Aug-2024,CUST95055,Vikram Shinde,38,Lucknow,Uttar Pradesh,North,Books & Stationery,Pen Set,BOO-PEN281,4,187,748,DIWALI20,149.60,0.05,598.40,29.92,COD,Delivered,Mobile App,Karan Malhotra,DTDC,4,5,434.16,164.24,0.2745,61.00,689.32
IN240801634,02-Aug-2024,CUST72236,Karan Gaikwad,52,Kochi,Kerala,South,Home & Kitchen,Water Purifier,HOM-WAT609,1,9899,9899,No Coupon,0.00,0.12,9899.00,1187.88,COD,Cancelled,Mobile App,Priya Nair,India Post,6,,7642.47,2256.53,0.2280,0.00,11086.88
IN240800051,03-Aug-2024,CUST75607,Ayaan Rathod,58,Nagpur,Maharashtra,West,Grocery & Gourmet,Cold Pressed Oil,GRO-COL290,1,403,403,No Coupon,0.00,0.18,403.00,72.54,Wallet,Delivered,Website,Pooja Reddy,Ecom Express,5,2,265.10,137.90,0.3422,97.00,572.54
IN240800367,03-Aug-2024,CUST21325,Kiara Singh,49,Mumbai,Maharashtra,West,Home & Kitchen,Air Fryer,HOM-AIR929,1,10099,10099,FREESHIP,0.00,0.18,10099.00,1817.82,Wallet,Shipped,Mobile App,Amit Sharma,Blue Dart,2,,7038.94,3060.06,0.3030,78.00,11994.82
IN240800571,04-Aug-2024,CUST13876,Manish Malhotra,34,Patna,Bihar,East,Fashion,Sneakers,FAS-SNE939,1,5799,5799,No Coupon,0.00,0.12,5799.00,695.88,UPI,Delivered,Marketplace,Anjali Joshi,Shadowfax,4,4,3371.84,2427.16,0.4185,67.00,6561.88
IN240800085,05-Aug-2024,CUST62182,Krishna Pillai,49,Delhi,Delhi,North,Mobiles & Accessories,Phone Cover,MOB-PHO712,1,948,948,APPONLY,75.84,0.18,872.16,156.99,Net Banking,Delivered,Website,Rahul Verma,Blue Dart,4,4,762.37,109.79,0.1259,166.00,1195.15
IN240801000,05-Aug-2024,CUST83357,Siddharth Verma,26,Mysuru,Karnataka,South,Sports & Fitness,Fitness Band,SPO-FIT434,2,5499,10998,No Coupon,0.00,0.18,10998.00,1979.64,UPI,Delivered,Website,Kavya Deshmukh,Shadowfax,8,4,6642.06,4355.94,0.3961,160.00,13137.64
IN240801699,05-Aug-2024,CUST77356,Swati Mehta,24,Lucknow,Uttar Pradesh,North,Fashion,Sneakers,FAS-SNE775,2,3599,7198,FESTIVE10,719.80,0.12,6478.20,777.38,COD,Delivered,Mobile App,Anjali Joshi,DTDC,4,5,4999.44,1478.76,0.2283,100.00,7355.58
IN240800529,06-Aug-2024,CUST21884,Anika More,46,Vadodara,Gujarat,West,Mobiles & Accessories,Smart Watch,MOB-SMA913,1,18999,18999,No Coupon,0.00,0.12,18999.00,2279.88,COD,Returned,Mobile App,Sneha Kulkarni,India Post,2,4,16224.75,2774.25,0.1460,65.00,21343.88
IN240801894,06-Aug-2024,CUST33705,Meera Jadhav,54,Ludhiana,Punjab,North,Electronics,Tablet,ELE-TAB732,1,25999,25999,No Coupon,0.00,0.18,25999.00,4679.82,COD,Returned,Website,Swati Mishra,Delhivery,2,5,21997.52,4001.48,0.1539,155.00,30833.82
IN240802045,06-Aug-2024,CUST35006,Arjun Nair,54,Visakhapatnam,Andhra Pradesh,South,Sports & Fitness,Yoga Mat,SPO-YOG576,1,1199,1199,FESTIVE10,119.90,0.12,1079.10,129.49,UPI,Delivered,Mobile App,Kavya Deshmukh,Blue Dart,2,4,784.11,294.99,0.2734,90.00,1298.59
IN240800605,07-Aug-2024,CUST79421,Rahul Iyer,42,Coimbatore,Tamil Nadu,South,Sports & Fitness,Yoga Mat,SPO-YOG217,1,1299,1299,No Coupon,0.00,0.18,1299.00,233.82,Debit Card,Shipped,Social Commerce,Sagar Pawar,India Post,3,,955.15,343.85,0.2647,67.00,1599.82
IN240800923,07-Aug-2024,CUST55351,Saanvi Patel,50,Chandigarh,Chandigarh,North,Beauty & Personal Care,Shampoo,BEA-SHA406,1,799,799,No Coupon,0.00,0.12,799.00,95.88,Net Banking,Delivered,Mobile App,Rohan Mehta,India Post,4,5,545.17,253.83,0.3177,173.00,1067.88
IN240802318,07-Aug-2024,CUST84548,Sneha More,47,Delhi,Delhi,North,Fashion,Men T-Shirt,FAS-MEN132,1,646,646,No Coupon,0.00,0.12,646.00,77.52,Debit Card,Delivered,Mobile App,Pooja Reddy,Blue Dart,4,4,384.55,261.45,0.4047,129.00,852.52
IN240800676,08-Aug-2024,CUST30920,Anaya Das,27,Surat,Gujarat,West,Mobiles & Accessories,Phone Cover,MOB-PHO918,1,975,975,PAYDAY15,146.25,0.12,828.75,99.45,Credit Card,Delivered,Mobile App,Manish Iyer,India Post,4,5,739.14,89.61,0.1081,157.00,1085.20
IN240800108,09-Aug-2024,CUST99351,Kabir Kumar,30,Chandigarh,Chandigarh,North,Fashion,Saree,FAS-SAR183,1,1999,1999,No Coupon,0.00,0.18,1999.00,359.82,Credit Card,Returned,Website,Deepak Yadav,DTDC,3,5,1524.86,474.14,0.2372,149.00,2507.82
IN240800702,09-Aug-2024,CUST33995,Vihaan Gaikwad,38,Hyderabad,Telangana,South,Books & Stationery,Office Diary,BOO-OFF761,1,488,488,No Coupon,0.00,0.12,488.00,58.56,COD,Cancelled,Mobile App,Anjali Joshi,Xpressbees,2,,350.00,138.00,0.2828,0.00,546.56
IN240801053,09-Aug-2024,CUST36502,Rudra Malhotra,41,Chandigarh,Chandigarh,North,Mobiles & Accessories,Bluetooth Earbuds,MOB-BLU501,1,1899,1899,No Coupon,0.00,0.18,1899.00,341.82,UPI,Delivered,Mobile App,Isha Gupta,Xpressbees,3,5,1583.71,315.29,0.1660,107.00,2347.82
IN240801161,10-Aug-2024,CUST47006,Arjun Verma,31,Pune,Maharashtra,West,Home & Kitchen,Water Purifier,HOM-WAT215,2,7799,15598,FREESHIP,0.00,0.18,15598.00,2807.64,Credit Card,Cancelled,Website,Karan Malhotra,Blue Dart,4,,9304.25,6293.75,0.4035,0.00,18405.64
IN240801407,10-Aug-2024,CUST65596,Swati Shaikh,40,Delhi,Delhi,North,Fashion,Women Kurti,FAS-WOM545,1,2099,2099,No Coupon,0.00,0.18,2099.00,377.82,UPI,Delivered,Website,Swati Mishra,Ecom Express,2,5,1360.01,738.99,0.3521,175.00,2651.82
